gene_accession,gCSD17_BAL_10_50p_filtered,gCSD16_SAC_3_50p_filtered,gCSD16_NYC_4_50p_filtered,gCSD16_NYC_21_50p_filtered,gCSD17_DEN_2_50p_filtered,gCSD17_BAL_14_50p_filtered,gCSD16_DEN_14_50p_filtered,gCSD16_DEN_1_50p_filtered,gCSD16_SAC_5_50p_filtered,gCSD17_NYC_18_50p_filtered,gCSD17_DEN_6_50p_filtered,gCSD17_DEN_4_50p_filtered,gCSD17_DEN_3_50p_filtered,gCSD17_NYC_15_50p_filtered,gCSD16_NYC_9_50p_filtered,gCSD16_NYC_22_50p_filtered,gCSD16_SAC_14_50p_filtered,gCSD16_SAC_8_50p_filtered,gCSD16_DEN_18_50p_filtered,gCSD16_SAC_4_50p_filtered,gCSD16_NYC_20_50p_filtered,gCSD17_SAN_14_50p_filtered,gCSD17_MIN_1_50p_filtered,gCSD16_DEN_21_50p_filtered,gCSD17_SAN_3_50p_filtered,gCSD17_DEN_23_50p_filtered,gCSD16_NYC_19_50p_filtered,gCSD17_NYC_5_50p_filtered,gCSD17_NYC_14_50p_filtered,gCSD17_BAL_1_50p_filtered,gCSD16_SAC_11_50p_filtered,gCSD16_NYC_23_50p_filtered,gCSD17_MIN_3_50p_filtered,gCSD17_SAN_13_50p_filtered,gCSD16_SAC_2_50p_filtered,gCSD17_NYC_17_50p_filtered,gCSD16_NYC_7_50p_filtered,gCSD16_DEN_11_50p_filtered,gCSD16_NYC_8_50p_filtered,gCSD16_NYC_6_50p_filtered,gCSD16_NYC_1_50p_filtered,gCSD17_NYC_19_50p_filtered,gCSD17_DEN_8_50p_filtered,gCSD16_NYC_24_50p_filtered,gCSD17_BAL_5_50p_filtered,gCSD17_NYC_10_50p_filtered,gCSD16_SAC_6_50p_filtered,gCSD17_SAN_4_50p_filtered,gCSD17_NYC_9_50p_filtered,gCSD17_MIN_2_50p_filtered,gCSD16_NYC_17_50p_filtered,gCSD16_NYC_26_50p_filtered,gCSD16_SAC_12_50p_filtered,gCSD16_SAC_15_50p_filtered,gCSD17_SAN_10_50p_filtered,gCSD16_DEN_5_50p_filtered,gCSD17_DEN_22_50p_filtered,gCSD17_DEN_5_50p_filtered,gCSD17_BAL_13_50p_filtered,gCSD17_DEN_21_50p_filtered,gCSD16_DEN_15_50p_filtered,gCSD16_SAC_1_50p_filtered,gCSD17_BAL_8_50p_filtered,gCSD17_SAN_5_50p_filtered,gCSD17_SAN_2_50p_filtered,gCSD17_DEN_9_50p_filtered,gCSD16_SAC_9_50p_filtered,gCSD16_NYC_16_50p_filtered,gCSD16_NYC_25_50p_filtered,gCSD17_BAL_9_50p_filtered,gCSD17_MIN_5_50p_filtered,gCSD17_MIN_6_50p_filtered,gCSD17_BAL_4_50p_filtered,gCSD16_DEN_10_50p_filtered,gCSD17_NYC_16_50p_filtered,gCSD17_BAL_11_50p_filtered,gCSD16_DEN_22_50p_filtered,gCSD16_DEN_8_50p_filtered,gCSD17_NYC_12_50p_filtered,gCSD16_NYC_3_50p_filtered,gCSD17_BAL_7_50p_filtered,gCSD16_DEN_19_50p_filtered,gCSD17_DEN_19_50p_filtered,gCSD17_BAL_2_50p_filtered,gCSD17_DEN_12_50p_filtered,gCSD17_DEN_16_50p_filtered,gCSD17_DEN_11_50p_filtered,gCSD17_DEN_1_50p_filtered,gCSD16_SAC_13_50p_filtered,gCSD17_DEN_10_50p_filtered,gCSD16_DEN_6_50p_filtered,gCSD17_DEN_7_50p_filtered,gCSD16_NYC_12_50p_filtered,gCSD16_NYC_14_50p_filtered,gCSD17_DEN_18_50p_filtered,gCSD17_NYC_20_50p_filtered,gCSD16_NYC_11_50p_filtered,gCSD16_NYC_10_50p_filtered,gCSD17_DEN_15_50p_filtered,gCSD16_DEN_17_50p_filtered,gCSD16_NYC_5_50p_filtered,gCSD17_SAN_9_50p_filtered,gCSD17_NYC_8_50p_filtered,gCSD17_NYC_6_50p_filtered,gCSD17_NYC_11_50p_filtered,gCSD17_SAN_15_50p_filtered,gCSD17_NYC_13_50p_filtered,gCSD17_DEN_17_50p_filtered,gCSD17_NYC_1_50p_filtered,gCSD17_BAL_6_50p_filtered,gCSD17_BAL_3_50p_filtered,gCSD16_NYC_2_50p_filtered,gCSD17_NYC_7_50p_filtered,gCSD16_SAC_10_50p_filtered,gCSD16_DEN_4_50p_filtered,gCSD17_BAL_12_50p_filtered,gCSD16_DEN_9_50p_filtered,gCSD17_SAN_1_50p_filtered,gCSD16_DEN_12_50p_filtered,gCSD16_DEN_13_50p_filtered,gCSD17_MIN_4_50p_filtered,gCSD17_SAN_16_50p_filtered,gCSD17_NYC_3_50p_filtered,gCSD16_NYC_15_50p_filtered,gCSD16_SAC_16_50p_filtered,gCSD17_SAN_8_50p_filtered,gCSD16_DEN_7_50p_filtered,gCSD16_NYC_13_50p_filtered,gCSD17_NYC_2_50p_filtered,gCSD17_NYC_4_50p_filtered,gCSD16_DEN_16_50p_filtered,gCSD16_NYC_18_50p_filtered,gCSD17_SAN_7_50p_filtered,gCSD17_SAN_11_50p_filtered,gCSD17_DEN_14_50p_filtered,gCSD16_SAC_7_50p_filtered,gCSD16_DEN_2_50p_filtered
TUFAB,425.0,1898.0,1967.0,18704.0,104.0,260.0,0.0,81.0,1701.0,2126.0,97.0,0.0,340.0,1232.0,4778.0,3285.0,825.0,1091.0,12.0,759.0,9102.0,654.0,1125.0,63.0,0.0,309.0,2703.0,2325.0,1313.0,653.0,650.0,16585.0,1692.0,69.0,196.0,4161.0,18494.0,0.0,4765.0,1515.0,1134.0,516.0,677.0,14034.0,141.0,1311.0,1232.0,0.0,851.0,1580.0,3428.0,5216.0,600.0,507.0,749.0,0.0,0.0,147.0,298.0,130.0,29.0,1452.0,1017.0,0.0,1976.0,381.0,986.0,5389.0,2547.0,578.0,1360.0,1570.0,0.0,0.0,1290.0,207.0,0.0,0.0,688.0,1143.0,568.0,0.0,170.0,484.0,80.0,438.0,423.0,241.0,1417.0,367.0,0.0,473.0,3564.0,2999.0,73.0,1644.0,21825.0,5454.0,803.0,132.0,4227.0,1248.0,2266.0,2813.0,922.0,577.0,1810.0,328.0,950.0,116.0,1071.0,396.0,2271.0,754.0,0.0,717.0,0.0,0.0,0.0,0.0,1961.0,180.0,4232.0,10200.0,711.0,1322.0,255.0,12619.0,1523.0,640.0,21.0,11416.0,810.0,1090.0,617.0,495.0,0.0
ACN,0.0,1279.0,0.0,0.0,0.0,0.0,0.0,0.0,1280.0,0.0,0.0,0.0,0.0,0.0,1789.0,1445.0,0.0,0.0,0.0,0.0,1062.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2464.0,0.0,0.0,1576.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1790.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1635.0,0.0,0.0,2215.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1631.0,0.0,0.0,0.0,2307.0,0.0,0.0,1531.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1251.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,732.0,0.0,0.0,0.0
CAP16S,0.0,222.0,798.0,7943.0,0.0,0.0,0.0,0.0,200.0,0.0,58.0,0.0,0.0,141.0,1061.0,670.0,151.0,100.0,0.0,0.0,3490.0,0.0,0.0,110.0,0.0,64.0,458.0,0.0,242.0,112.0,89.0,7296.0,0.0,0.0,98.0,557.0,8084.0,0.0,1308.0,418.0,523.0,0.0,0.0,8302.0,0.0,146.0,92.0,0.0,96.0,0.0,638.0,1519.0,115.0,158.0,0.0,0.0,45.0,0.0,126.0,0.0,0.0,190.0,143.0,0.0,0.0,0.0,186.0,963.0,502.0,0.0,0.0,152.0,0.0,0.0,96.0,0.0,0.0,0.0,124.0,326.0,79.0,0.0,0.0,99.0,0.0,0.0,0.0,0.0,170.0,0.0,0.0,0.0,514.0,527.0,0.0,128.0,11605.0,792.0,0.0,111.0,704.0,0.0,170.0,172.0,113.0,0.0,145.0,0.0,75.0,0.0,215.0,115.0,229.0,115.0,0.0,109.0,0.0,0.0,0.0,0.0,110.0,0.0,1765.0,5979.0,0.0,0.0,0.0,5960.0,310.0,139.0,0.0,4501.0,138.0,0.0,0.0,128.0,0.0
COPC,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,35.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,23.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,7.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,121.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
DNAK,0.0,728.0,0.0,0.0,0.0,0.0,0.0,0.0,808.0,0.0,0.0,0.0,0.0,0.0,1177.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,403.0,849.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1817.0,0.0,0.0,495.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,593.0,0.0,0.0,1500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,293.0,0.0,0.0,0.0,0.0,1238.0,0.0,0.0,0.0,1655.0,0.0,0.0,1154.0,0.0,0.0,827.0,0.0,0.0,446.0,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LNUA,0.0,18.0,0.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,94.0,0.0,0.0,0.0,0.0,0.0,126.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,20.0,0.0,57.0,20.0,24.0,0.0,0.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,87.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,15.0,0.0,0.0,37.0,90.0,0.0,0.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,66.0,0.0,0.0,0.0,0.0,0.0
MTRAD,0.0,93.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,137.0,0.0,0.0,97.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,140.0,0.0,0.0,160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,0.0,166.0,0.0,0.0,135.0,0.0,69.0,56.0,0.0,41.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.0,0.0,0.0,0.0
RPOB,0.0,874.0,2527.0,34555.0,0.0,0.0,0.0,0.0,527.0,1770.0,0.0,0.0,0.0,710.0,7025.0,3986.0,0.0,0.0,0.0,0.0,14161.0,575.0,820.0,0.0,0.0,0.0,1805.0,1341.0,912.0,192.0,0.0,30545.0,1124.0,0.0,0.0,8714.0,27561.0,0.0,6532.0,462.0,892.0,0.0,0.0,28452.0,0.0,0.0,0.0,0.0,0.0,904.0,2096.0,7698.0,0.0,169.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1928.0,0.0,0.0,8196.0,1622.0,0.0,870.0,1114.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,485.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,782.0,0.0,0.0,0.0,4232.0,5519.0,0.0,281.0,36309.0,7437.0,0.0,0.0,5434.0,858.0,411.0,2248.0,0.0,0.0,1649.0,0.0,0.0,0.0,709.0,0.0,3139.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1675.0,0.0,3777.0,26327.0,0.0,0.0,71.0,20810.0,1009.0,0.0,0.0,20674.0,0.0,744.0,0.0,0.0,0.0
RPOCR,0.0,1661.0,854.0,1320.0,0.0,0.0,0.0,0.0,1643.0,0.0,0.0,0.0,0.0,1097.0,2646.0,2183.0,0.0,1273.0,0.0,0.0,1645.0,0.0,1325.0,0.0,0.0,0.0,1719.0,2735.0,1203.0,0.0,838.0,1742.0,0.0,0.0,0.0,3675.0,0.0,0.0,2245.0,1171.0,0.0,0.0,0.0,0.0,0.0,1193.0,0.0,0.0,0.0,1325.0,2072.0,2612.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2118.0,0.0,0.0,3343.0,1623.0,0.0,0.0,0.0,0.0,0.0,1127.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2783.0,2456.0,0.0,1882.0,0.0,3287.0,0.0,0.0,2611.0,0.0,2172.0,3022.0,0.0,604.0,1601.0,0.0,0.0,0.0,0.0,0.0,2033.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1848.0,0.0,0.0,0.0,0.0,0.0,0.0,1600.0,1379.0,0.0,0.0,1233.0,797.0,1037.0,0.0,0.0,0.0
RPSA,0.0,779.0,409.0,692.0,0.0,0.0,0.0,0.0,754.0,263.0,0.0,0.0,128.0,461.0,1045.0,927.0,341.0,507.0,0.0,241.0,742.0,244.0,462.0,0.0,0.0,0.0,735.0,1416.0,562.0,0.0,301.0,656.0,485.0,0.0,149.0,1830.0,551.0,0.0,988.0,529.0,304.0,248.0,240.0,341.0,0.0,603.0,536.0,0.0,0.0,454.0,873.0,1153.0,254.0,182.0,362.0,0.0,0.0,0.0,142.0,132.0,0.0,584.0,388.0,0.0,844.0,0.0,401.0,1400.0,663.0,248.0,338.0,513.0,0.0,0.0,526.0,0.0,0.0,0.0,269.0,277.0,257.0,0.0,176.0,0.0,0.0,246.0,0.0,128.0,566.0,154.0,0.0,0.0,1586.0,1079.0,0.0,883.0,208.0,1354.0,405.0,0.0,1147.0,580.0,1007.0,1463.0,279.0,255.0,674.0,0.0,376.0,0.0,0.0,0.0,844.0,325.0,0.0,304.0,0.0,0.0,0.0,0.0,720.0,0.0,0.0,0.0,348.0,332.0,0.0,652.0,528.0,341.0,0.0,680.0,326.0,407.0,0.0,195.0,0.0
RPSL,0.0,181.0,220.0,1002.0,55.0,63.0,0.0,0.0,226.0,334.0,11.0,0.0,73.0,221.0,544.0,335.0,117.0,199.0,0.0,95.0,545.0,81.0,177.0,0.0,0.0,93.0,338.0,646.0,193.0,158.0,75.0,861.0,234.0,0.0,56.0,753.0,1810.0,0.0,457.0,171.0,149.0,99.0,191.0,1165.0,0.0,344.0,159.0,33.0,111.0,192.0,354.0,573.0,88.0,108.0,107.0,0.0,45.0,0.0,0.0,67.0,60.0,195.0,174.0,0.0,309.0,100.0,136.0,513.0,368.0,144.0,170.0,217.0,0.0,0.0,316.0,63.0,0.0,0.0,115.0,137.0,157.0,0.0,0.0,105.0,43.0,105.0,83.0,74.0,207.0,61.0,0.0,0.0,629.0,399.0,0.0,419.0,2640.0,722.0,165.0,0.0,485.0,130.0,459.0,625.0,107.0,82.0,267.0,82.0,123.0,0.0,161.0,8.0,394.0,115.0,0.0,117.0,0.0,0.0,0.0,0.0,248.0,0.0,335.0,383.0,142.0,132.0,0.0,1080.0,241.0,120.0,0.0,599.0,74.0,140.0,121.0,47.0,0.0
RRSC,0.0,184.0,864.0,8014.0,0.0,0.0,0.0,0.0,181.0,0.0,46.0,0.0,0.0,148.0,1045.0,718.0,147.0,86.0,0.0,0.0,3663.0,0.0,0.0,78.0,0.0,61.0,456.0,0.0,255.0,126.0,0.0,7209.0,0.0,0.0,97.0,563.0,9294.0,0.0,1350.0,453.0,515.0,88.0,0.0,8130.0,0.0,120.0,99.0,0.0,96.0,0.0,588.0,1543.0,92.0,158.0,0.0,0.0,40.0,0.0,130.0,0.0,0.0,166.0,128.0,0.0,0.0,0.0,169.0,971.0,553.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,346.0,0.0,0.0,0.0,128.0,0.0,0.0,0.0,0.0,185.0,0.0,0.0,67.0,561.0,537.0,0.0,138.0,15722.0,865.0,0.0,126.0,673.0,154.0,188.0,134.0,97.0,0.0,126.0,0.0,0.0,0.0,204.0,162.0,215.0,135.0,0.0,119.0,0.0,0.0,0.0,0.0,99.0,0.0,1635.0,5939.0,0.0,0.0,0.0,5352.0,272.0,120.0,0.0,4741.0,131.0,0.0,0.0,115.0,37.0
RRSH,0.0,184.0,889.0,9763.0,0.0,0.0,0.0,73.0,189.0,0.0,66.0,0.0,0.0,166.0,1222.0,672.0,91.0,0.0,0.0,0.0,4304.0,0.0,0.0,137.0,0.0,85.0,482.0,83.0,248.0,119.0,78.0,8306.0,164.0,0.0,116.0,598.0,9765.0,0.0,1354.0,444.0,593.0,84.0,0.0,9258.0,0.0,149.0,100.0,0.0,125.0,0.0,744.0,1751.0,94.0,179.0,0.0,0.0,68.0,0.0,0.0,0.0,95.0,171.0,0.0,0.0,0.0,0.0,222.0,1063.0,518.0,0.0,0.0,144.0,0.0,0.0,0.0,0.0,0.0,0.0,99.0,363.0,77.0,0.0,0.0,152.0,0.0,0.0,0.0,0.0,199.0,0.0,93.0,69.0,625.0,535.0,0.0,145.0,14551.0,900.0,0.0,117.0,780.0,0.0,174.0,170.0,132.0,0.0,160.0,0.0,0.0,0.0,300.0,157.0,262.0,0.0,0.0,102.0,0.0,0.0,0.0,0.0,0.0,0.0,1841.0,7157.0,0.0,0.0,104.0,7026.0,276.0,120.0,53.0,5237.0,142.0,0.0,0.0,113.0,0.0
TCRB,0.0,51.0,0.0,339.0,0.0,0.0,0.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,135.0,125.0,0.0,0.0,0.0,0.0,187.0,0.0,0.0,141.0,0.0,0.0,123.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,169.0,108.0,0.0,0.0,0.0,133.0,0.0,0.0,0.0,0.0,0.0,0.0,136.0,194.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,172.0,117.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,136.0,0.0,0.0,0.0,5054.0,140.0,0.0,0.0,179.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,166.0,0.0,0.0,0.0,111.0,0.0,0.0,0.0,197.0,0.0,0.0,0.0,0.0,0.0
VANRS,0.0,219.0,0.0,153.0,0.0,0.0,0.0,0.0,278.0,0.0,0.0,0.0,0.0,0.0,329.0,310.0,139.0,192.0,0.0,0.0,228.0,123.0,203.0,0.0,0.0,0.0,245.0,0.0,123.0,73.0,140.0,194.0,0.0,0.0,0.0,292.0,0.0,0.0,249.0,0.0,0.0,0.0,110.0,0.0,0.0,0.0,195.0,0.0,0.0,244.0,331.0,324.0,103.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,194.0,0.0,0.0,367.0,0.0,137.0,334.0,163.0,98.0,241.0,212.0,0.0,0.0,0.0,0.0,0.0,0.0,113.0,0.0,0.0,0.0,0.0,0.0,0.0,92.0,0.0,0.0,169.0,0.0,0.0,0.0,0.0,370.0,0.0,87.0,0.0,389.0,0.0,0.0,341.0,183.0,0.0,270.0,0.0,0.0,191.0,0.0,0.0,66.0,145.0,0.0,245.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,345.0,0.0,0.0,0.0,106.0,0.0,0.0,204.0,0.0,0.0,0.0,0.0,100.0,187.0,105.0,81.0,0.0
ANT3-DPRIME,0.0,0.0,25.0,148.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,312.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,222.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1796.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3954.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,487.0,0.0,0.0,0.0,0.0,0.0
APH3-DPRIME,0.0,0.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,484.0,0.0,0.0,0.0,11.0,445.0,0.0,276.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,187.0,0.0,0.0,14.0,0.0,0.0,34.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,279.0,0.0,0.0,0.0,0.0,0.0
APH6,0.0,0.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,429.0,0.0,0.0,0.0,0.0,429.0,0.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BLAI,0.0,0.0,55.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,53.0,0.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,0.0,0.0,0.0,62.0,0.0,0.0,0.0,0.0,141.0,0.0,81.0,76.0,73.0,0.0,0.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,43.0,163.0,0.0,0.0,105.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,89.0,39.0,0.0,0.0,0.0,91.0,0.0,0.0,0.0,0.0,0.0
BLAR,0.0,0.0,83.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,293.0,289.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,318.0,0.0,0.0,0.0,0.0,307.0,0.0,0.0,0.0,0.0,146.0,0.0,317.0,174.0,177.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,232.0,213.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,287.0,86.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,244.0,0.0,0.0,0.0,0.0,716.0,0.0,0.0,382.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,340.0,165.0,0.0,0.0,0.0,271.0,0.0,0.0,0.0,0.0,0.0
